miRNA Name,Disease Name,MeSH
hsa-miR-377-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-376b-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-369-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-382-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-493-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-376c-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-127-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-338-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-145-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-197-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-572,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-1287-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-143-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-4443,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-936,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-4656,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-218-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-101-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-219a-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-135a-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-99a-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-3137,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-32-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-3666,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-889-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-485-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-193a-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-760,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-30a-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-125a-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-125b-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-214-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-140-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-324-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-361-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-140-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-186-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-10b-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-3187-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-454-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-532-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-340-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-1285-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-374b-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-100-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-4763-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-361-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-125a-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-185-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-345-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-195-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-152-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-577,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-374a-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-6132,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-223-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-422a,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-101-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-331-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-671-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-502-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-545-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-1271-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-193a-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-614,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-610,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-150-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-199b-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-502-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-29c-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-335-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-5195-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-139-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-142-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-488-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-130a-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-98-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-29b-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-1183,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-22-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-486-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-34b-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-532-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-214-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-874-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-4640-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-4688,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-188-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-4316,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-486-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-377-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-628-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-873-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-23b-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-4270,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-516a-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-224-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-198,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-30b-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-3156-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-17-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-3617-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-421,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-29a-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-590-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-501-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-199a-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-1292-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-1299,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-26a-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-4659a-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-33a-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-6722-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-424-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-876-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-492,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-34a-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-107,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-134-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-1258,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-1243,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-142-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-370-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-944,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-663a,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-16-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-455-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-153-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-339-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-4433a-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-3164,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-20a-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-30c-2-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-24-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-452-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-103a-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-3680-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-496,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-338-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-17-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-1260b,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-629-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-149-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-4726-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-210-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-491-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-4269,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-4683,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-9-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-33a-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-103a-2-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-206,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-27a-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-148a-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-5189-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-194-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-129-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-1247-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-518c-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-5047,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-1909-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-655-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-296-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-539-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-518a-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-141-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-711,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-1290,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-583,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-25-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-200a-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-593-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-200c-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-181d-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-4520-2-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-658,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-1286,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-10a-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-106b-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-622,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-431-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-940,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-2467-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-558,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-494-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-1275,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-330-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-1323,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-1827,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-188-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-1184,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-4302,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-296-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-885-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-4685-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-181b-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-124-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-654-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-197-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-200b-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-1246,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-146a-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-93-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-512-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-1261,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-637,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-1204,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-485-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-515-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-155-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-181a-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-3613-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-1182,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-1229-3p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-3198,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-1297,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-873-5p,gallbladder carcinoma,Gallbladder Neoplasms
hsa-miR-526b-3p,brain cancer,Brain Neoplasms
hsa-miR-214-3p,leukemia,Leukemia
hsa-miR-452-5p,leukemia,Leukemia
hsa-miR-4679,leukemia,Leukemia
hsa-miR-297,leukemia,Leukemia
hsa-miR-326,leukemia,Leukemia
hsa-miR-4685-5p,leukemia,Leukemia
hsa-miR-548b-3p,leukemia,Leukemia
hsa-miR-1236-3p,leukemia,Leukemia
hsa-miR-3137,leukemia,Leukemia
hsa-miR-204-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-663a,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-654-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-1247-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-520a-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-670-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-204-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-3065-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-4763-3p,colorectal cancer,Colorectal Neoplasms
hsa-miR-3198,colorectal cancer,Colorectal Neoplasms
hsa-miR-515-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-4530,colorectal cancer,Colorectal Neoplasms
hsa-miR-514a-5p,colorectal cancer,Colorectal Neoplasms
hsa-miR-1265,colorectal cancer,Colorectal Neoplasms
hsa-miR-4491,breast cancer,Breast Neoplasms
hsa-miR-4493,breast cancer,Breast Neoplasms
hsa-miR-612,breast cancer,Breast Neoplasms
hsa-miR-3918,breast cancer,Breast Neoplasms
hsa-miR-1178-3p,breast cancer,Breast Neoplasms
hsa-miR-711,breast cancer,Breast Neoplasms
hsa-miR-4656,breast cancer,Breast Neoplasms
hsa-miR-670-5p,breast cancer,Breast Neoplasms
hsa-miR-558,breast cancer,Breast Neoplasms
hsa-miR-3198,breast cancer,Breast Neoplasms
hsa-miR-3137,breast cancer,Breast Neoplasms
hsa-miR-514a-5p,breast cancer,Breast Neoplasms
hsa-miR-640,breast cancer,Breast Neoplasms
hsa-miR-1277-5p,breast cancer,Breast Neoplasms
hsa-miR-5692c,breast cancer,Breast Neoplasms
hsa-miR-197-5p,breast cancer,Breast Neoplasms
hsa-miR-4685-5p,breast cancer,Breast Neoplasms
hsa-miR-450a-1-3p,breast cancer,Breast Neoplasms
hsa-miR-873-3p,breast cancer,Breast Neoplasms
hsa-miR-4679,breast cancer,Breast Neoplasms
hsa-miR-4302,breast cancer,Breast Neoplasms
hsa-miR-4316,breast cancer,Breast Neoplasms
hsa-miR-5189-5p,breast cancer,Breast Neoplasms
hsa-miR-4270,breast cancer,Breast Neoplasms
hsa-miR-569,breast cancer,Breast Neoplasms
hsa-miR-512-3p,thyroid cancer,Thyroid Neoplasms
hsa-miR-135a-5p,thyroid cancer,Thyroid Neoplasms
hsa-miR-548c-3p,thyroid cancer,Thyroid Neoplasms
hsa-miR-488-3p,thyroid cancer,Thyroid Neoplasms
hsa-miR-4760-3p,thyroid cancer,Thyroid Neoplasms
hsa-miR-1224-5p,thyroid cancer,Thyroid Neoplasms
hsa-miR-614,thyroid cancer,Thyroid Neoplasms
hsa-miR-1246,thyroid cancer,Thyroid Neoplasms
hsa-miR-3127-5p,thyroid cancer,Thyroid Neoplasms
hsa-miR-422a,thyroid cancer,Thyroid Neoplasms
hsa-miR-711,thyroid cancer,Thyroid Neoplasms
hsa-miR-3171,thyroid cancer,Thyroid Neoplasms
hsa-miR-762,thyroid cancer,Thyroid Neoplasms
hsa-miR-1290,thyroid cancer,Thyroid Neoplasms
hsa-miR-197-5p,thyroid cancer,Thyroid Neoplasms
hsa-miR-4269,thyroid cancer,Thyroid Neoplasms
hsa-miR-378a-3p,thyroid cancer,Thyroid Neoplasms
hsa-miR-143-5p,thyroid cancer,Thyroid Neoplasms
hsa-miR-367-5p,thyroid cancer,Thyroid Neoplasms
hsa-miR-936,thyroid cancer,Thyroid Neoplasms
hsa-miR-32-5p,thyroid cancer,Thyroid Neoplasms
hsa-miR-367-3p,thyroid cancer,Thyroid Neoplasms
hsa-miR-384,thyroid cancer,Thyroid Neoplasms
hsa-miR-1324,thyroid cancer,Thyroid Neoplasms
hsa-miR-101-3p,thyroid cancer,Thyroid Neoplasms
hsa-miR-544a,thyroid cancer,Thyroid Neoplasms
hsa-miR-766-3p,thyroid cancer,Thyroid Neoplasms
hsa-miR-1299,thyroid cancer,Thyroid Neoplasms
hsa-miR-302e,thyroid cancer,Thyroid Neoplasms
hsa-miR-30a-3p,brain cancer,Brain Neoplasms
hsa-miR-193a-5p,brain cancer,Brain Neoplasms
hsa-miR-4640-5p,lymphoma,Lymphoma
hsa-miR-612,lymphoma,Lymphoma
hsa-miR-4663,lymphoma,Lymphoma
hsa-miR-3065-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-764,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-188-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-297,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-5047,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-197-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-367-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-20b-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-5692c,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-569,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-599,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-200b-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-338-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-1296-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-760,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-433-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-138-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-518c-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-10a-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-635,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-574-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-491-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-877-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-670-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-890,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-766-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-610,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-766-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-518a-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-653-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-4302,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-146a-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-150-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-595,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-3666,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-1258,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-1538,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-1306-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-626,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-641,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-1299,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-587,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-711,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-3198,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-4491,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-485-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-127-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-3929,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-4493,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-4728-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-514a-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-4775,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-622,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-578,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-4269,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-1248,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-1262,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-634,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-181d-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-1294,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-340-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-205-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-146b-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-1304-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-3171,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-23c,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-372-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-654-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-3613-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-3187-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-643,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-1179,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-4763-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-1260b,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-361-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-1322,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-185-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-616-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-1224-3p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-3127-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-302e,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-4270,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-936,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
hsa-miR-185-5p,oral squamous cell carcinoma,Squamous Cell Carcinoma of Head and Neck
